study_hours,attendance,internal_marks,practice_hours,performance
1.48,74.8,34,0.87,Poor
0.02,74.84,56,0.65,Poor
5.42,96.53,76,5.44,Good
3.28,83.23,69,4.51,Average
3.48,80.91,62,2.58,Average
0.08,67.18,43,2.05,Poor
2.19,84.35,64,3.31,Average
2.66,68.83,69,1.74,Average
3.86,96.79,77,6.3,Good
2.18,87.65,67,2.38,Average
1.51,57.73,43,1.93,Poor
1.16,68.58,77,0.75,Poor
2.84,89.91,88,2.19,Average
1.27,69.97,60,1.73,Poor
2.67,65.99,47,1.91,Poor
3.88,81.06,88,1.28,Average
1.83,57.54,51,0.89,Poor
3.0,73.44,48,1.12,Poor
5.11,82.09,68,5.82,Good
1.55,69.28,29,0.17,Poor
3.44,84.62,62,1.73,Average
6.58,94.71,72,3.01,Good
2.55,61.01,49,0.99,Poor
1.96,86.83,75,2.86,Average
5.75,84.64,84,3.16,Good
2.19,66.55,43,0.59,Poor
4.83,78.74,51,3.78,Average
3.17,81.62,74,3.06,Average
1.15,55.78,37,0.86,Poor
5.09,100.0,87,5.69,Good
3.07,97.59,89,3.9,Good
1.38,46.13,40,0.08,Poor
1.25,49.73,30,1.92,Poor
4.75,84.31,98,3.23,Good
2.33,83.4,70,2.84,Average
2.25,67.62,27,1.76,Poor
6.65,91.19,92,2.64,Good
2.7,76.34,56,1.64,Average
6.32,94.97,79,4.14,Good
2.45,80.96,77,2.99,Average
1.69,62.01,37,1.92,Poor
3.23,65.86,55,1.87,Average
1.68,75.63,64,1.33,Average
3.29,90.25,66,1.6,Average
3.84,82.7,48,2.38,Average
3.66,74.43,67,1.96,Average
3.26,71.36,56,2.79,Average
5.46,86.88,73,3.59,Good
0.86,69.2,35,1.03,Poor
4.28,83.17,78,4.39,Good
5.05,90.51,76,4.19,Good
3.58,97.66,61,2.12,Average
5.77,89.2,81,2.78,Good
5.94,85.43,87,3.18,Good
3.39,75.09,64,2.78,Average
0.6,73.31,68,0.78,Poor
4.05,76.52,48,2.19,Average
5.31,96.18,84,4.94,Good
2.76,84.19,60,2.45,Average
2.09,74.18,63,1.52,Average
0.62,68.48,62,1.21,Poor
5.86,83.56,93,5.03,Good
4.94,89.46,83,3.63,Good
0.87,58.56,40,1.26,Poor
0.84,69.12,51,2.05,Poor
3.37,82.63,61,3.94,Average
4.08,80.2,55,0.87,Average
4.9,90.91,70,4.18,Good
2.61,71.79,51,4.99,Average
4.54,91.54,75,2.96,Good
0.66,61.12,45,1.13,Poor
5.42,95.65,83,3.95,Good
2.29,61.77,39,1.08,Poor
0.43,75.51,34,1.56,Poor
4.6,80.35,55,2.97,Average
6.0,88.8,82,5.11,Good
1.78,70.7,41,0.0,Poor
5.71,76.98,90,5.67,Good
3.1,60.83,39,2.04,Poor
3.78,88.07,80,3.87,Good
1.56,56.82,43,1.53,Poor
1.56,78.87,70,1.32,Poor
3.84,93.63,79,3.69,Good
3.38,82.28,46,0.94,Average
6.1,89.28,67,2.56,Good
5.18,89.32,74,3.4,Good
3.93,72.6,57,2.6,Average
1.66,64.56,44,1.45,Poor
5.22,92.63,82,3.93,Good
0.47,53.55,30,1.65,Poor
5.19,93.29,82,3.83,Good
1.84,83.65,77,2.72,Average
1.8,60.58,43,2.86,Poor
6.75,81.07,85,3.43,Good
1.73,47.49,59,0.75,Poor
1.47,38.88,69,1.81,Poor
3.79,84.88,50,3.99,Average
3.47,72.84,74,1.15,Average
5.11,83.4,52,1.15,Average
4.55,89.91,84,5.19,Good
3.52,81.61,70,2.84,Average
3.65,77.59,91,2.69,Average
6.12,89.02,79,4.41,Good
2.18,78.19,71,3.97,Average
5.23,90.38,72,3.83,Good
0.32,74.55,29,1.31,Poor
3.4,80.15,80,4.68,Good
3.32,82.76,63,1.5,Average
2.83,56.2,46,0.47,Poor
4.15,75.87,63,1.42,Average
4.18,96.62,80,3.97,Good
1.67,52.81,49,1.81,Poor
4.39,90.03,91,5.55,Good
2.65,84.05,74,4.37,Average
2.29,74.39,69,2.45,Average
0.64,59.34,57,1.27,Poor
5.01,74.9,68,1.75,Average
6.09,92.12,91,3.21,Good
0.8,61.63,43,1.28,Poor
6.23,98.83,76,4.33,Good
0.96,59.06,45,1.18,Poor
2.61,55.94,40,1.34,Poor
2.72,71.0,60,3.21,Average
1.41,64.59,29,1.62,Poor
5.35,92.17,75,1.87,Good
4.48,82.3,69,3.61,Good
4.09,89.57,79,4.15,Good
1.41,62.6,56,0.72,Poor
1.13,81.95,34,0.98,Poor
6.14,93.37,76,3.68,Good
2.22,61.35,26,1.77,Poor
2.25,64.58,39,0.35,Poor
3.91,67.96,68,0.5,Average
2.52,81.06,47,2.88,Average
2.56,66.31,59,1.87,Average
2.88,82.29,83,2.0,Average
3.72,90.28,100,2.89,Good
3.57,79.41,74,3.8,Average
4.9,98.53,71,3.31,Good
0.44,55.85,25,1.77,Poor
4.17,93.2,64,2.93,Average
2.44,84.25,54,1.37,Average
1.43,71.48,40,1.03,Poor
1.35,81.65,39,1.77,Poor
0.83,64.04,44,1.41,Poor
1.09,58.7,39,0.73,Poor
1.3,66.81,46,0.73,Poor
7.36,85.72,80,2.99,Good
4.12,83.57,85,2.55,Average
0.79,69.77,68,0.55,Poor
4.48,96.23,75,3.88,Good
1.7,90.0,15,0.23,Poor
3.73,94.2,80,4.79,Good
1.69,63.51,63,1.12,Poor
3.14,75.29,59,2.62,Average
1.86,61.59,28,1.18,Poor
1.17,53.45,50,1.48,Poor
0.0,62.01,60,0.85,Poor
3.23,90.44,77,3.65,Good
1.0,60.79,43,1.46,Poor
7.4,91.66,86,5.81,Good
5.35,85.11,84,4.23,Good
2.82,76.05,55,2.24,Average
3.56,77.06,67,1.54,Average
0.76,70.47,47,1.82,Poor
1.38,62.3,54,2.36,Poor
1.9,54.8,58,0.43,Poor
2.82,54.42,31,1.96,Poor
4.43,79.75,60,2.73,Average
0.87,60.78,50,1.32,Poor
1.59,72.56,44,1.27,Poor
3.52,75.91,45,3.2,Average
4.13,88.46,86,1.95,Good
4.81,92.89,74,4.33,Good
4.34,89.25,89,3.95,Good
3.14,90.3,76,5.38,Good
2.27,83.99,51,2.95,Average
3.15,77.27,63,1.79,Average
5.79,94.96,69,3.98,Good
5.03,80.46,79,3.75,Good
1.62,66.78,51,0.81,Poor
3.56,87.81,54,2.34,Average
5.7,91.85,81,6.07,Good
2.41,74.25,49,0.5,Average
3.28,85.22,50,4.1,Average
5.01,98.88,70,1.89,Good
2.28,93.51,63,1.9,Average
2.51,69.7,51,1.9,Poor
1.65,65.14,44,1.27,Poor
3.63,92.38,64,1.98,Average
1.25,68.98,45,0.2,Poor
4.46,73.98,73,1.19,Average
1.47,61.47,51,0.0,Poor
2.92,88.07,53,3.36,Average
1.74,56.39,40,1.12,Poor
3.75,64.45,63,3.53,Average
2.02,56.61,54,1.42,Poor
4.02,69.11,58,1.93,Average
2.69,56.11,36,0.61,Poor
2.57,84.2,71,1.36,Average
5.13,88.12,87,3.66,Good
3.42,83.06,65,2.52,Average
4.14,84.21,68,2.17,Average
2.77,83.78,74,4.27,Good
2.62,77.64,69,0.83,Poor
4.64,76.6,77,3.24,Average
0.97,74.77,51,1.8,Poor
5.91,88.05,73,3.6,Good
3.91,82.41,80,1.9,Good
0.45,60.73,48,0.85,Poor
0.63,66.67,38,1.42,Poor
1.67,71.97,44,0.71,Poor
2.29,59.09,50,1.88,Poor
1.33,63.77,60,1.3,Poor
0.83,55.5,31,1.16,Poor
2.72,72.19,67,2.37,Average
4.17,91.13,87,4.4,Good
4.47,89.63,70,3.54,Good
1.87,67.35,76,2.3,Average
2.94,91.59,88,3.86,Good
3.58,73.97,52,3.17,Average
4.42,89.34,63,5.26,Good
3.23,84.55,50,0.92,Average
3.03,86.02,78,2.19,Average
0.47,56.28,29,2.04,Poor
2.61,71.72,39,0.07,Poor
1.16,65.65,40,1.53,Poor
0.42,65.29,40,0.0,Poor
2.48,82.08,68,2.69,Average
4.35,90.98,83,4.3,Good
3.88,81.37,71,2.07,Average
1.48,76.37,51,1.17,Poor
1.5,60.71,48,1.15,Poor
2.41,91.85,77,2.78,Average
2.32,89.85,57,2.72,Average
2.87,86.61,59,3.38,Average
3.93,88.09,73,2.23,Average
2.12,72.14,42,1.35,Poor
1.64,82.45,62,0.5,Average
4.62,92.25,71,3.38,Good
1.99,83.35,59,0.95,Average
3.3,84.01,74,4.39,Good
5.93,91.73,94,3.58,Good
0.66,56.74,61,0.0,Poor
2.18,74.59,52,2.96,Average
4.98,82.66,74,2.68,Average
3.28,75.48,60,2.27,Average
5.4,97.24,72,3.7,Good
4.14,85.19,80,4.76,Good
1.96,88.68,74,2.35,Average
2.31,60.83,73,1.28,Poor
2.42,57.76,52,1.97,Poor
4.42,91.54,71,3.36,Good
1.56,57.08,50,0.69,Poor
1.92,82.8,46,0.64,Poor
5.84,96.47,86,4.56,Good
2.87,84.37,70,1.85,Average
3.77,77.0,79,1.86,Average
2.07,52.3,32,0.75,Poor
1.08,58.01,57,1.69,Poor
4.74,84.22,83,3.77,Good
3.76,93.99,84,3.49,Good
4.92,88.89,89,3.5,Good
3.91,95.06,77,3.39,Good
4.29,85.88,89,4.09,Good
0.53,44.53,42,0.55,Poor
5.0,84.91,48,1.95,Average
4.95,89.95,92,3.73,Good
1.46,87.85,36,2.22,Average
1.09,59.77,44,0.85,Poor
6.06,82.41,82,5.37,Good
0.27,63.18,47,1.67,Poor
7.02,92.19,71,3.11,Good
1.83,73.46,31,0.53,Poor
1.93,73.9,83,2.62,Average
6.36,92.24,70,4.54,Good
2.66,78.2,75,2.42,Average
2.7,73.2,55,2.17,Average
4.93,92.7,84,5.14,Good
2.68,79.72,57,3.2,Average
2.89,89.34,65,3.37,Average
5.03,80.0,63,3.84,Average
1.73,84.06,58,2.31,Average
7.26,92.46,71,5.73,Good
3.16,76.18,57,1.98,Average
5.56,89.54,69,3.19,Good
3.56,85.95,60,2.44,Average
1.55,79.56,70,1.95,Average
4.02,82.61,87,5.02,Good
4.43,85.34,65,2.48,Average
5.09,94.96,76,4.21,Good
2.62,59.98,61,1.78,Poor
2.84,86.07,60,2.91,Average
0.9,53.36,55,0.72,Poor
1.92,72.62,58,2.61,Average
1.18,59.95,35,1.01,Poor
4.34,89.81,99,5.05,Good
1.32,67.63,32,1.71,Poor
4.55,75.22,86,2.34,Average
2.94,72.59,36,1.69,Poor
1.18,58.63,35,0.81,Poor
3.68,77.12,59,3.14,Average
3.75,91.97,75,3.36,Good
2.28,55.55,32,0.46,Poor
3.83,89.07,76,3.88,Good
2.46,92.43,70,4.18,Average
3.73,89.5,90,1.79,Average
4.85,99.79,83,3.64,Good
1.53,61.17,49,2.08,Poor
3.39,80.7,72,2.83,Average
5.75,87.16,82,3.55,Good
1.46,99.18,70,2.31,Average
6.07,86.97,79,4.04,Good
1.56,70.82,77,1.66,Average
3.34,78.35,79,1.78,Average
3.76,82.19,79,6.49,Good
4.7,90.56,100,4.67,Good
1.23,88.23,65,2.09,Average
4.01,80.31,52,4.07,Average
1.62,74.06,63,3.45,Average
0.0,68.43,49,0.94,Poor
1.15,72.97,30,1.39,Poor
2.12,54.76,70,1.58,Poor
3.92,82.78,71,1.61,Average
1.15,57.79,33,0.58,Poor
1.86,43.95,21,0.16,Poor
2.71,44.45,53,1.5,Poor
1.86,53.92,45,0.08,Poor
1.06,55.11,40,0.38,Poor
2.0,60.18,47,1.53,Poor
5.49,99.29,93,3.65,Good
1.84,68.0,44,1.34,Poor
5.15,90.63,87,3.71,Good
2.18,64.14,53,1.31,Poor
4.42,98.73,62,3.04,Average
5.69,91.14,70,4.56,Good
1.43,67.78,43,0.71,Poor
4.57,94.87,79,3.81,Good
6.27,90.81,85,3.82,Good
0.93,74.04,39,1.92,Poor
1.88,67.46,48,0.42,Poor
3.49,74.15,63,1.53,Average
5.0,96.0,86,2.89,Good
0.5,74.88,81,1.87,Average
4.12,72.47,73,3.81,Average
5.76,96.74,90,3.95,Good
1.9,63.0,55,0.0,Poor
2.56,77.06,71,4.48,Average
1.13,69.6,44,0.0,Poor
2.94,87.58,55,0.61,Average
0.42,46.07,44,1.13,Poor
1.18,62.43,61,1.01,Poor
0.68,71.41,46,1.54,Poor
4.62,87.04,75,1.47,Good
5.06,82.85,80,2.23,Good
2.26,90.97,63,2.53,Average
1.31,63.54,27,1.47,Poor
2.04,67.28,46,0.98,Poor
4.68,71.14,69,2.91,Average
3.18,84.26,72,2.23,Average
0.1,63.0,45,0.06,Poor
1.72,71.07,48,0.63,Poor
3.4,93.45,74,3.65,Good
1.79,73.88,48,0.68,Poor
0.85,43.99,45,2.13,Poor
1.74,58.38,49,0.93,Poor
2.32,44.76,30,1.72,Poor
2.59,85.42,81,2.64,Average
1.8,30.0,72,1.15,Poor
2.94,70.84,46,0.95,Poor
1.56,72.93,32,0.67,Poor
2.2,59.94,27,1.37,Poor
2.92,58.08,51,0.29,Poor
4.34,75.22,72,2.09,Average
4.16,91.61,91,4.66,Good
1.86,63.25,40,0.98,Poor
2.73,90.0,49,1.08,Poor
3.88,85.19,60,3.13,Average
1.87,82.63,84,2.16,Average
4.79,84.77,86,5.61,Good
5.1,86.61,76,4.4,Good
7.68,86.59,82,4.53,Good
3.33,87.64,62,3.06,Average
4.62,90.74,80,4.11,Good
3.62,94.99,73,4.84,Good
3.22,64.42,74,3.49,Average
6.7,95.27,87,4.21,Good
1.82,54.55,70,1.14,Poor
2.52,51.5,45,0.41,Poor
0.72,71.0,58,0.73,Poor
6.08,93.95,81,4.37,Good
1.54,71.53,33,1.22,Poor
1.53,82.04,59,3.34,Average
3.83,85.7,57,2.32,Average
3.23,68.86,48,1.16,Poor
0.23,65.75,35,1.88,Poor
3.84,88.54,76,2.44,Good
5.47,100.0,73,4.26,Good
5.84,90.17,87,4.02,Good
2.97,87.33,51,0.5,Average
0.96,61.87,31,0.86,Poor
3.02,50.0,47,0.18,Poor
5.16,88.06,82,3.58,Good
1.42,83.6,63,0.68,Poor
5.33,83.17,74,3.66,Good
1.42,84.29,57,0.27,Poor
5.15,85.64,52,2.99,Average
4.41,71.55,60,1.05,Average
4.37,88.26,76,2.67,Good
2.14,60.01,78,2.11,Poor
2.38,79.07,44,1.56,Poor
3.22,89.99,78,2.96,Average
1.24,68.42,49,1.25,Poor
5.5,92.19,80,4.54,Good
4.51,82.07,81,4.23,Good
2.35,85.23,82,4.07,Good
0.35,47.35,53,1.28,Poor
0.85,48.27,46,0.95,Poor
2.91,85.22,68,2.88,Average
0.96,80.13,47,2.29,Average
1.11,72.62,56,0.05,Poor
3.84,80.25,73,2.57,Average
5.2,87.66,66,4.23,Good
3.32,86.12,81,2.75,Good
6.01,85.71,70,5.76,Good
0.68,77.87,39,0.7,Poor
3.87,95.62,91,4.94,Good
2.55,81.75,88,4.62,Good
3.23,90.88,89,5.48,Good
2.93,92.35,65,3.95,Average
2.53,84.99,80,3.8,Average
4.96,92.6,60,4.21,Good
3.02,81.09,60,2.15,Average
0.9,68.55,37,0.0,Poor
4.55,74.05,56,0.61,Average
4.36,78.41,82,4.07,Average
1.51,67.55,39,1.49,Poor
5.19,87.58,78,3.72,Good
3.59,88.87,79,4.27,Good
0.91,56.21,33,1.1,Poor
2.74,53.75,25,1.05,Poor
3.93,89.8,85,5.53,Good
4.36,74.03,75,0.92,Average
1.22,72.67,43,0.5,Poor
0.43,65.48,18,0.93,Poor
2.32,63.82,40,1.42,Poor
1.96,67.74,48,2.59,Average
3.76,77.55,20,1.28,Poor
1.27,81.92,64,0.24,Poor
4.58,81.57,69,2.43,Average
1.68,70.83,40,0.52,Poor
4.99,93.17,87,3.11,Good
2.41,55.68,11,1.47,Poor
1.24,65.53,45,0.81,Poor
5.97,97.65,90,5.51,Good
2.81,60.76,48,2.27,Poor
0.38,63.62,38,0.33,Poor
1.42,52.98,64,0.87,Poor
2.51,67.72,48,2.94,Average
0.93,77.53,52,0.74,Poor
3.79,83.58,61,2.65,Good
5.38,85.42,74,4.53,Good
3.26,85.67,80,5.01,Good
5.32,89.94,87,4.64,Good
0.71,60.27,42,0.85,Poor
5.76,88.0,86,5.05,Good
5.52,93.33,84,3.87,Good
0.95,81.04,51,0.31,Poor
1.86,63.73,64,0.0,Poor
2.14,60.2,30,1.4,Poor
3.75,75.6,75,3.8,Average
3.63,77.83,54,2.56,Average
5.99,86.72,75,2.73,Good
2.0,58.3,35,2.04,Poor
0.47,58.41,45,0.68,Poor
1.89,67.18,25,1.2,Poor
1.42,64.44,48,0.88,Poor
1.09,73.02,65,0.88,Poor
5.93,85.56,76,5.05,Good
1.35,57.27,43,0.57,Poor
2.86,69.78,52,2.0,Average
2.67,67.32,26,1.49,Poor
6.85,86.18,75,5.85,Good
1.31,77.11,55,1.18,Poor
3.21,87.13,79,2.78,Average
2.03,78.81,65,0.54,Poor
5.11,90.58,72,3.84,Good
6.85,94.82,72,4.68,Good
2.22,57.72,12,1.54,Poor
1.36,79.2,69,1.14,Average
3.06,63.92,72,1.82,Average
4.06,89.78,71,3.17,Good
2.12,61.56,51,2.0,Poor
2.76,85.88,60,2.29,Average
1.18,58.78,53,1.82,Poor
4.79,87.21,83,3.1,Good
4.88,84.84,81,4.11,Good
1.22,56.37,51,0.89,Poor
3.96,97.31,73,3.27,Good
5.2,92.39,64,3.04,Average
1.69,71.71,48,0.41,Poor
3.03,81.26,81,3.89,Average
2.64,81.2,66,4.1,Good
1.11,53.76,46,0.39,Poor
0.9,86.61,42,0.67,Poor
1.57,67.33,63,0.71,Poor
2.29,84.34,68,3.58,Average
5.87,89.07,77,7.0,Good
0.94,63.21,46,1.61,Poor
1.2,85.13,74,0.0,Poor
4.07,93.7,92,3.29,Good
4.6,89.0,80,4.34,Good
6.58,87.17,86,2.24,Good
5.57,92.68,81,4.52,Good
6.74,84.53,80,3.29,Good
5.12,81.3,68,4.29,Good
5.56,91.77,77,4.27,Good
3.12,82.27,88,3.42,Average
1.31,51.87,56,0.96,Poor
1.11,57.23,46,0.64,Poor
4.76,85.02,76,4.14,Good
1.32,52.48,34,0.49,Poor
2.33,84.0,63,3.59,Average
1.2,64.76,52,1.36,Poor
2.93,58.6,35,0.54,Poor
2.74,51.98,37,0.9,Poor
4.15,90.66,92,3.05,Good
5.55,89.38,81,3.72,Good
4.56,91.31,90,4.24,Good
1.58,76.22,75,3.09,Average
1.2,53.16,41,1.61,Poor
3.41,74.78,76,2.58,Average
1.18,68.31,30,0.8,Poor
3.01,72.63,67,1.5,Average
5.64,88.86,89,3.76,Good
1.34,71.34,66,1.88,Poor
4.43,92.76,73,5.4,Good
1.67,51.2,31,0.44,Poor
3.99,80.84,79,2.53,Average
4.46,84.52,60,0.86,Average
4.89,84.43,74,1.98,Average
4.82,86.48,80,4.04,Good
3.23,77.06,55,2.56,Average
1.43,63.06,48,0.0,Poor
3.69,78.64,52,2.56,Average
3.28,78.61,65,1.87,Average
1.51,60.86,35,1.35,Poor
4.9,93.91,93,3.01,Good
2.05,58.45,28,1.22,Poor
0.68,76.47,64,0.78,Average
0.89,81.1,42,1.71,Poor
6.08,83.91,85,4.43,Good
1.08,64.47,43,1.3,Poor
4.24,66.51,54,1.94,Average
4.58,95.86,84,1.55,Good
0.49,66.67,63,2.05,Poor
1.22,71.83,50,1.22,Poor
1.53,65.82,48,1.71,Poor
1.53,64.8,54,1.59,Poor
2.38,73.26,42,0.59,Poor
0.89,59.21,38,0.69,Poor
0.36,60.49,37,0.83,Poor
6.19,100.0,87,5.96,Good
3.55,78.64,73,2.24,Average
3.56,77.91,81,2.69,Average
4.1,90.54,84,2.28,Good
1.56,55.05,36,2.51,Poor
1.37,79.13,49,0.61,Poor
2.49,79.67,62,3.19,Average
2.36,76.27,75,2.19,Average
2.93,82.03,59,2.12,Average
5.27,97.85,84,4.9,Good
2.1,70.55,27,1.3,Poor
1.56,67.33,42,1.07,Poor
2.4,80.58,61,1.16,Poor
1.4,52.75,49,1.04,Poor
3.56,98.96,63,1.86,Average
1.05,85.48,65,2.43,Average
4.31,99.14,82,4.74,Good
3.2,76.68,73,3.43,Average
6.12,88.4,77,2.87,Good
4.18,90.24,72,4.56,Good
4.69,78.44,64,1.45,Average
2.87,79.2,45,0.54,Average
4.28,85.93,65,3.31,Good
1.14,64.17,44,0.74,Poor
2.0,50.14,39,0.21,Poor
1.84,50.92,35,0.35,Poor
3.74,86.25,77,3.83,Good
1.0,76.27,60,1.52,Poor
5.1,91.16,83,4.47,Good
1.88,81.9,46,1.33,Poor
1.81,60.84,39,1.15,Poor
1.46,60.92,41,2.26,Poor
1.02,80.81,77,2.71,Average
5.59,81.82,82,3.95,Good
5.48,94.17,85,3.0,Good
2.28,60.59,34,2.71,Poor
4.86,90.84,79,4.41,Good
2.81,79.96,66,3.68,Average
2.52,81.87,46,0.34,Poor
4.34,93.41,100,3.79,Good
4.72,89.09,96,3.89,Good
1.09,59.16,46,1.99,Poor
3.29,76.83,42,2.81,Average
3.38,76.47,79,1.51,Average
4.76,93.36,68,3.95,Good
5.25,91.24,85,2.65,Good
1.84,81.66,52,0.16,Poor
5.18,92.54,88,2.88,Good
6.74,94.51,63,3.41,Good
3.15,84.52,80,2.39,Average
1.55,65.47,27,0.69,Poor
4.94,78.16,54,2.56,Average
1.19,60.15,47,1.12,Poor
3.14,84.0,51,3.22,Average
1.41,67.68,52,1.59,Poor
0.26,83.9,43,0.12,Poor
5.04,83.68,81,4.41,Good
3.19,78.47,76,1.63,Average
2.25,66.64,61,1.06,Poor
5.36,86.48,84,3.07,Good
2.05,63.05,53,1.08,Poor
0.15,70.34,58,0.0,Poor
1.37,62.68,32,1.31,Poor
2.43,67.37,76,4.07,Average
3.94,72.6,70,2.09,Average
5.07,100.0,80,5.19,Good
1.74,53.73,23,0.91,Poor
2.1,64.27,48,1.4,Poor
1.32,73.7,21,0.67,Poor
4.7,68.8,61,1.84,Average
2.37,81.45,57,2.79,Average
2.89,68.11,71,1.11,Average
4.67,91.04,83,4.2,Good
1.33,69.4,38,0.74,Poor
1.76,52.12,45,2.59,Poor
1.02,72.98,54,0.45,Poor
2.66,70.1,46,0.87,Poor
1.57,66.25,62,0.64,Poor
0.68,76.51,59,4.56,Average
5.35,81.42,81,4.36,Good
4.58,81.44,86,3.67,Good
2.16,77.42,59,2.97,Average
4.97,78.27,73,2.22,Average
2.7,86.16,75,1.51,Average
1.64,75.83,37,1.09,Poor
4.94,89.63,92,2.4,Good
3.23,87.38,80,2.31,Average
2.27,74.8,47,3.47,Average
2.44,74.17,34,1.21,Poor
1.48,73.83,72,1.85,Poor
2.45,47.49,43,0.61,Poor
0.38,71.41,47,0.82,Poor
2.31,62.07,38,1.17,Poor
6.16,87.38,86,4.53,Good
4.51,85.97,89,3.28,Good
5.39,98.97,72,2.51,Good
3.45,79.87,60,2.12,Average
2.52,88.15,96,3.17,Good
2.22,68.36,34,0.0,Poor
2.83,77.05,62,1.74,Average
3.41,82.95,65,3.2,Average
4.81,94.1,83,3.92,Good
3.1,79.42,52,1.45,Average
4.51,91.25,77,1.62,Good
5.12,88.53,83,3.66,Good
4.44,83.17,71,2.73,Average
4.76,84.29,76,5.01,Good
0.06,55.64,43,1.82,Poor
5.14,93.85,81,4.03,Good
4.62,78.28,82,5.2,Good
1.27,74.18,58,0.0,Poor
5.39,94.35,75,3.6,Good
3.29,90.76,81,5.15,Good
5.11,93.09,74,2.66,Good
3.17,72.07,84,2.91,Average
2.17,81.6,53,2.88,Average
1.78,75.68,42,1.5,Poor
2.36,70.18,67,2.93,Average
4.06,90.04,74,4.6,Good
6.17,83.83,72,3.89,Good
1.13,74.53,78,1.55,Average
2.07,64.02,15,3.0,Poor
4.05,92.01,77,5.35,Good
3.13,80.71,63,2.31,Average
2.42,48.04,32,1.42,Poor
0.45,70.34,68,1.49,Poor
2.94,66.34,58,2.25,Average
1.56,67.02,15,1.07,Poor
4.51,64.69,67,2.64,Average
1.83,71.9,72,0.7,Average
6.0,94.24,76,3.59,Good
4.99,87.6,84,2.95,Good
3.17,93.29,89,4.51,Good
2.3,73.43,52,1.1,Average
2.31,74.16,75,4.66,Average
0.84,45.83,36,0.41,Poor
1.0,64.97,50,1.55,Poor
2.06,73.16,51,0.02,Poor
2.75,76.33,63,3.23,Average
1.74,82.15,58,2.29,Average
4.12,91.48,85,5.65,Good
0.94,42.6,51,0.17,Poor
5.85,92.25,88,4.24,Good
2.72,93.72,50,2.58,Average
1.5,65.6,56,0.68,Poor
1.19,67.24,42,1.37,Poor
5.79,85.7,87,3.96,Good
3.02,75.6,58,4.52,Average
3.7,96.41,73,2.79,Good
2.2,67.31,33,0.13,Poor
6.56,91.48,77,4.95,Good
4.98,94.16,94,3.95,Good
3.05,82.67,59,0.63,Average
5.88,88.06,76,4.7,Good
0.22,62.68,42,1.47,Poor
4.27,88.72,53,2.61,Average
3.79,94.91,95,4.2,Good
2.37,66.51,59,1.31,Poor
2.97,87.47,70,2.16,Average
2.54,62.89,25,1.06,Poor
4.54,87.89,77,6.04,Good
5.42,85.54,64,3.44,Good
2.95,74.5,66,3.74,Average
4.15,86.11,75,3.07,Average
4.69,98.86,78,3.48,Good
3.0,89.03,72,4.66,Average
1.78,90.72,59,3.31,Average
1.92,90.98,62,2.06,Average
2.08,78.14,87,5.01,Good
1.92,62.27,39,0.0,Poor
4.81,100.0,93,5.04,Good
1.66,69.74,45,1.64,Poor
1.93,72.3,58,2.26,Average
3.04,93.51,68,5.07,Good
0.07,90.0,37,0.83,Poor
3.93,88.43,87,3.99,Good
1.95,64.5,39,0.95,Poor
3.6,91.63,87,4.21,Good
1.78,81.68,49,3.18,Average
5.0,75.17,69,3.95,Average
6.13,93.51,90,2.65,Good
1.93,70.86,67,1.79,Average
6.45,88.34,59,3.84,Good
2.21,58.11,50,0.66,Poor
2.96,83.35,59,2.76,Average
1.57,63.71,47,0.0,Poor
5.34,100.0,93,4.28,Good
3.05,81.41,73,0.54,Average
4.77,97.38,84,4.28,Good
5.03,100.0,84,3.24,Good
1.04,64.11,56,0.31,Poor
2.82,81.2,62,2.21,Average
2.22,76.68,77,4.23,Average
6.13,83.89,88,2.9,Good
3.02,91.08,64,5.04,Good
2.52,58.39,52,1.67,Poor
3.46,97.14,63,4.02,Average
0.89,58.35,57,2.12,Poor
1.48,90.56,52,3.25,Average
2.29,56.5,37,1.39,Poor
3.92,83.06,88,4.89,Good
6.0,84.54,99,3.77,Good
6.21,88.37,69,5.03,Good
5.59,88.46,79,4.94,Good
3.96,91.85,80,2.32,Good
5.99,89.45,83,3.9,Good
6.36,94.0,83,5.34,Good
1.87,59.32,76,1.53,Poor
1.93,77.07,80,4.28,Average
4.12,79.84,69,2.24,Average
1.9,83.47,56,2.43,Average
5.72,91.59,75,2.41,Good
2.51,98.24,80,2.55,Good
1.38,65.74,25,2.16,Poor
5.12,94.14,94,4.63,Good
5.59,84.11,83,5.29,Good
4.48,89.27,83,3.72,Good
4.3,87.19,61,2.22,Average
3.21,64.08,55,2.14,Poor
1.84,76.37,33,1.41,Poor
5.19,89.61,74,3.53,Good
4.49,92.2,91,2.3,Good
4.14,95.38,78,3.7,Good
6.51,91.41,64,2.53,Good
1.91,44.53,25,0.58,Poor
5.22,92.89,83,3.65,Good
3.89,84.33,86,5.31,Good
1.86,63.26,65,0.0,Poor
1.71,59.26,41,1.04,Poor
3.62,87.7,78,2.71,Good
4.38,83.38,57,3.15,Average
4.14,80.44,62,3.75,Good
1.43,52.87,30,1.12,Poor
4.4,80.8,75,5.0,Average
4.14,92.21,71,4.86,Good
2.03,56.77,40,2.83,Poor
5.15,94.21,79,3.22,Good
1.57,46.72,37,1.47,Poor
3.84,70.08,44,2.87,Average
5.49,83.41,77,4.41,Good
5.48,90.79,84,4.81,Good
1.62,93.74,68,1.36,Average
